x y z
314244.004039 -500000.000000 19286.130259
314244.004039 -500000.000000 21488.354186
314244.004039 -500000.000000 23809.612355
314244.004039 11782.884795 60.562355
314244.004039 11782.884795 239.204186
314244.004039 11782.884795 536.880259
314244.004039 11782.884795 953.590572
314244.004039 11782.884795 1489.335126
314244.004039 11782.884795 2144.113921
314244.004039 11782.884795 2917.926957
314244.004039 11782.884795 3810.774234
314244.004039 11782.884795 4822.655752
314244.004039 11782.884795 5953.571511
314244.004039 11782.884795 7203.521511
314244.004039 11782.884795 8572.505752
314244.004039 11782.884795 10060.524234
314244.004039 11782.884795 11667.576957
314244.004039 11782.884795 13393.663921
314244.004039 11782.884795 15238.785126
314244.004039 11782.884795 17202.940572
314244.004039 11782.884795 19286.130259
314244.004039 11782.884795 21488.354186
314244.004039 11782.884795 23809.612355
314244.004039 35348.654384 60.562355
314244.004039 35348.654384 239.204186
314244.004039 35348.654384 536.880259
314244.004039 35348.654384 953.590572
314244.004039 35348.654384 1489.335126
314244.004039 35348.654384 2144.113921
314244.004039 35348.654384 2917.926957
314244.004039 35348.654384 3810.774234
314244.004039 35348.654384 4822.655752
314244.004039 35348.654384 5953.571511
314244.004039 35348.654384 7203.521511
314244.004039 35348.654384 8572.505752
314244.004039 35348.654384 10060.524234
314244.004039 35348.654384 11667.576957
314244.004039 35348.654384 13393.663921
314244.004039 35348.654384 15238.785126
314244.004039 35348.654384 17202.940572
314244.004039 35348.654384 19286.130259
314244.004039 35348.654384 21488.354186
314244.004039 35348.654384 23809.612355
314244.004039 58914.423973 60.562355
314244.004039 58914.423973 239.204186
314244.004039 58914.423973 536.880259
314244.004039 58914.423973 953.590572
314244.004039 58914.423973 1489.335126
314244.004039 58914.423973 2144.113921
314244.004039 58914.423973 2917.926957
314244.004039 58914.423973 3810.774234
314244.004039 58914.423973 4822.655752
314244.004039 58914.423973 5953.571511
314244.004039 58914.423973 7203.521511
314244.004039 58914.423973 8572.505752
314244.004039 58914.423973 10060.524234
314244.004039 58914.423973 11667.576957
314244.004039 58914.423973 13393.663921
314244.004039 58914.423973 15238.785126
314244.004039 58914.423973 17202.940572
314244.004039 58914.423973 19286.130259
314244.004039 58914.423973 21488.354186
314244.004039 58914.423973 23809.612355
314244.004039 82480.193562 60.562355
314244.004039 82480.193562 239.204186
314244.004039 82480.193562 536.880259
314244.004039 82480.193562 953.590572
314244.004039 82480.193562 1489.335126
314244.004039 82480.193562 2144.113921
314244.004039 82480.193562 2917.926957
314244.004039 82480.193562 3810.774234
314244.004039 82480.193562 4822.655752
314244.004039 82480.193562 5953.571511
314244.004039 82480.193562 7203.521511
314244.004039 82480.193562 8572.505752
314244.004039 82480.193562 10060.524234
314244.004039 82480.193562 11667.576957
314244.004039 82480.193562 13393.663921
314244.004039 82480.193562 15238.785126
314244.004039 82480.193562 17202.940572
314244.004039 82480.193562 19286.130259
314244.004039 82480.193562 21488.354186
314244.004039 82480.193562 23809.612355
314244.004039 106045.963151 60.562355
314244.004039 106045.963151 239.204186
314244.004039 106045.963151 536.880259
314244.004039 106045.963151 953.590572
314244.004039 106045.963151 1489.335126
314244.004039 106045.963151 2144.113921
314244.004039 106045.963151 2917.926957
314244.004039 106045.963151 3810.774234
314244.004039 106045.963151 4822.655752
314244.004039 106045.963151 5953.571511
314244.004039 106045.963151 7203.521511
314244.004039 106045.963151 8572.505752
314244.004039 106045.963151 10060.524234
314244.004039 106045.963151 11667.576957
314244.004039 106045.963151 13393.663921
314244.004039 106045.963151 15238.785126
314244.004039 106045.963151 17202.940572
314244.004039 106045.963151 19286.130259
314244.004039 106045.963151 21488.354186
314244.004039 106045.963151 23809.612355
314244.004039 129611.732740 60.562355
314244.004039 129611.732740 239.204186
314244.004039 129611.732740 536.880259
314244.004039 129611.732740 953.590572
314244.004039 129611.732740 1489.335126
314244.004039 129611.732740 2144.113921
314244.004039 129611.732740 2917.926957
314244.004039 129611.732740 3810.774234
314244.004039 129611.732740 4822.655752
314244.004039 129611.732740 5953.571511
314244.004039 129611.732740 7203.521511
314244.004039 129611.732740 8572.505752
314244.004039 129611.732740 10060.524234
314244.004039 129611.732740 11667.576957
314244.004039 129611.732740 13393.663921
314244.004039 129611.732740 15238.785126
314244.004039 129611.732740 17202.940572
314244.004039 129611.732740 19286.130259
314244.004039 129611.732740 21488.354186
314244.004039 129611.732740 23809.612355
314244.004039 153177.502329 60.562355
314244.004039 153177.502329 239.204186
314244.004039 153177.502329 536.880259
314244.004039 153177.502329 953.590572
314244.004039 153177.502329 1489.335126
314244.004039 153177.502329 2144.113921
314244.004039 153177.502329 2917.926957
314244.004039 153177.502329 3810.774234
314244.004039 153177.502329 4822.655752
314244.004039 153177.502329 5953.571511
314244.004039 153177.502329 7203.521511
314244.004039 153177.502329 8572.505752
314244.004039 153177.502329 10060.524234
314244.004039 153177.502329 11667.576957
314244.004039 153177.502329 13393.663921
314244.004039 153177.502329 15238.785126
314244.004039 153177.502329 17202.940572
314244.004039 153177.502329 19286.130259
314244.004039 153177.502329 21488.354186
314244.004039 153177.502329 23809.612355
314244.004039 176743.271918 60.562355
314244.004039 176743.271918 239.204186
314244.004039 176743.271918 536.880259
314244.004039 176743.271918 953.590572
314244.004039 176743.271918 1489.335126
314244.004039 176743.271918 2144.113921
314244.004039 176743.271918 2917.926957
314244.004039 176743.271918 3810.774234
314244.004039 176743.271918 4822.655752
314244.004039 176743.271918 5953.571511
314244.004039 176743.271918 7203.521511
314244.004039 176743.271918 8572.505752
314244.004039 176743.271918 10060.524234
314244.004039 176743.271918 11667.576957
314244.004039 176743.271918 13393.663921
314244.004039 176743.271918 15238.785126
314244.004039 176743.271918 17202.940572
314244.004039 176743.271918 19286.130259
314244.004039 176743.271918 21488.354186
314244.004039 176743.271918 23809.612355
314244.004039 200309.041507 60.562355
314244.004039 200309.041507 239.204186
314244.004039 200309.041507 536.880259
314244.004039 200309.041507 953.590572
314244.004039 200309.041507 1489.335126
314244.004039 200309.041507 2144.113921
314244.004039 200309.041507 2917.926957
314244.004039 200309.041507 3810.774234
314244.004039 200309.041507 4822.655752
314244.004039 200309.041507 5953.571511
314244.004039 200309.041507 7203.521511
314244.004039 200309.041507 8572.505752
314244.004039 200309.041507 10060.524234
314244.004039 200309.041507 11667.576957
314244.004039 200309.041507 13393.663921
314244.004039 200309.041507 15238.785126
314244.004039 200309.041507 17202.940572
314244.004039 200309.041507 19286.130259
314244.004039 200309.041507 21488.354186
314244.004039 200309.041507 23809.612355
314244.004039 223874.811096 60.562355
314244.004039 223874.811096 239.204186
314244.004039 223874.811096 536.880259
314244.004039 223874.811096 953.590572
314244.004039 223874.811096 1489.335126
314244.004039 223874.811096 2144.113921
314244.004039 223874.811096 2917.926957
314244.004039 223874.811096 3810.774234
314244.004039 223874.811096 4822.655752
314244.004039 223874.811096 5953.571511
314244.004039 223874.811096 7203.521511
314244.004039 223874.811096 8572.505752
314244.004039 223874.811096 10060.524234
314244.004039 223874.811096 11667.576957
314244.004039 223874.811096 13393.663921
314244.004039 223874.811096 15238.785126
314244.004039 223874.811096 17202.940572
314244.004039 223874.811096 19286.130259
314244.004039 223874.811096 21488.354186
314244.004039 223874.811096 23809.612355
314244.004039 247440.580685 60.562355
314244.004039 247440.580685 239.204186
314244.004039 247440.580685 536.880259
314244.004039 247440.580685 953.590572
314244.004039 247440.580685 1489.335126
314244.004039 247440.580685 2144.113921
314244.004039 247440.580685 2917.926957
314244.004039 247440.580685 3810.774234
314244.004039 247440.580685 4822.655752
314244.004039 247440.580685 5953.571511
314244.004039 247440.580685 7203.521511
314244.004039 247440.580685 8572.505752
314244.004039 247440.580685 10060.524234
314244.004039 247440.580685 11667.576957
314244.004039 247440.580685 13393.663921
314244.004039 247440.580685 15238.785126
314244.004039 247440.580685 17202.940572
314244.004039 247440.580685 19286.130259
314244.004039 247440.580685 21488.354186
314244.004039 247440.580685 23809.612355
314244.004039 271006.350274 60.562355
314244.004039 271006.350274 239.204186
314244.004039 271006.350274 536.880259
314244.004039 271006.350274 953.590572
314244.004039 271006.350274 1489.335126
314244.004039 271006.350274 2144.113921
314244.004039 271006.350274 2917.926957
314244.004039 271006.350274 3810.774234
314244.004039 271006.350274 4822.655752
314244.004039 271006.350274 5953.571511
314244.004039 271006.350274 7203.521511
314244.004039 271006.350274 8572.505752
314244.004039 271006.350274 10060.524234
314244.004039 271006.350274 11667.576957
314244.004039 271006.350274 13393.663921
314244.004039 271006.350274 15238.785126
314244.004039 271006.350274 17202.940572
314244.004039 271006.350274 19286.130259
314244.004039 271006.350274 21488.354186
314244.004039 271006.350274 23809.612355
314244.004039 294572.119864 60.562355
314244.004039 294572.119864 239.204186
314244.004039 294572.119864 536.880259
314244.004039 294572.119864 953.590572
314244.004039 294572.119864 1489.335126
314244.004039 294572.119864 2144.113921
314244.004039 294572.119864 2917.926957
314244.004039 294572.119864 3810.774234
314244.004039 294572.119864 4822.655752
314244.004039 294572.119864 5953.571511
314244.004039 294572.119864 7203.521511
314244.004039 294572.119864 8572.505752
314244.004039 294572.119864 10060.524234
314244.004039 294572.119864 11667.576957
314244.004039 294572.119864 13393.663921
314244.004039 294572.119864 15238.785126
314244.004039 294572.119864 17202.940572
314244.004039 294572.119864 19286.130259
314244.004039 294572.119864 21488.354186
314244.004039 294572.119864 23809.612355
314244.004039 318137.889453 60.562355
314244.004039 318137.889453 239.204186
314244.004039 318137.889453 536.880259
314244.004039 318137.889453 953.590572
314244.004039 318137.889453 1489.335126
314244.004039 318137.889453 2144.113921
314244.004039 318137.889453 2917.926957
314244.004039 318137.889453 3810.774234
314244.004039 318137.889453 4822.655752
314244.004039 318137.889453 5953.571511
314244.004039 318137.889453 7203.521511
314244.004039 318137.889453 8572.505752
314244.004039 318137.889453 10060.524234
314244.004039 318137.889453 11667.576957
314244.004039 318137.889453 13393.663921
314244.004039 318137.889453 15238.785126
314244.004039 318137.889453 17202.940572
314244.004039 318137.889453 19286.130259
314244.004039 318137.889453 21488.354186
314244.004039 318137.889453 23809.612355
314244.004039 341703.659042 60.562355
314244.004039 341703.659042 239.204186
314244.004039 341703.659042 536.880259
314244.004039 341703.659042 953.590572
314244.004039 341703.659042 1489.335126
314244.004039 341703.659042 2144.113921
314244.004039 341703.659042 2917.926957
314244.004039 341703.659042 3810.774234
314244.004039 341703.659042 4822.655752
314244.004039 341703.659042 5953.571511
314244.004039 341703.659042 7203.521511
314244.004039 341703.659042 8572.505752
314244.004039 341703.659042 10060.524234
314244.004039 341703.659042 11667.576957
314244.004039 341703.659042 13393.663921
314244.004039 341703.659042 15238.785126
314244.004039 341703.659042 17202.940572
314244.004039 341703.659042 19286.130259
314244.004039 341703.659042 21488.354186
314244.004039 341703.659042 23809.612355
314244.004039 365269.428631 60.562355
314244.004039 365269.428631 239.204186
314244.004039 365269.428631 536.880259
314244.004039 365269.428631 953.590572
314244.004039 365269.428631 1489.335126
314244.004039 365269.428631 2144.113921
314244.004039 365269.428631 2917.926957
314244.004039 365269.428631 3810.774234
314244.004039 365269.428631 4822.655752
314244.004039 365269.428631 5953.571511
314244.004039 365269.428631 7203.521511
314244.004039 365269.428631 8572.505752
314244.004039 365269.428631 10060.524234
314244.004039 365269.428631 11667.576957
314244.004039 365269.428631 13393.663921
314244.004039 365269.428631 15238.785126
314244.004039 365269.428631 17202.940572
314244.004039 365269.428631 19286.130259
314244.004039 365269.428631 21488.354186
314244.004039 365269.428631 23809.612355
314244.004039 388835.198220 60.562355
314244.004039 388835.198220 239.204186
314244.004039 388835.198220 536.880259
314244.004039 388835.198220 953.590572
314244.004039 388835.198220 1489.335126
314244.004039 388835.198220 2144.113921
314244.004039 388835.198220 2917.926957
314244.004039 388835.198220 3810.774234
314244.004039 388835.198220 4822.655752
314244.004039 388835.198220 5953.571511
314244.004039 388835.198220 7203.521511
314244.004039 388835.198220 8572.505752
314244.004039 388835.198220 10060.524234
314244.004039 388835.198220 11667.576957
314244.004039 388835.198220 13393.663921
314244.004039 388835.198220 15238.785126
314244.004039 388835.198220 17202.940572
314244.004039 388835.198220 19286.130259
314244.004039 388835.198220 21488.354186
